Country Code,Campaign,Impressions,Clicks,Installs,Spend,Customers,Revenue
JM,Review-variations,14,0,0,0.0,0.0,0.0
JM,Trust,0,0,0,0.0,0.0,0.0
JO,BrandProtection,15,0,0,0.0,0.0,0.0
JO,Competitors,20,1,1,2.0,0.0,0.0
JO,Features,27,4,3,19.5,0.0,0.0
JO,ProductReview,43,7,5,17.8,0.0,0.0
JO,Review-variations,10,0,0,0.0,0.0,0.0
JO,Trust,4,0,0,0.0,0.0,0.0
JP,BrandProtection,72,3,1,0.6000000000000001,0.0,0.0
JP,Competitors,77,3,2,7.5,0.0,0.0
JP,Features,237,8,3,38.0,1.0,15.23
JP,PLUS-ProductReview,13,2,1,6.0,1.0,45.0
JP,ProductReview,394,47,29,123.8,2.0,45.22
JP,Review-variations,76,3,2,14.0,0.0,0.0
JP,Trust,48,2,1,8.0,0.0,0.0
KE,BrandProtection,15,0,0,0.0,0.0,0.0
KE,Competitors,6,0,0,0.0,0.0,0.0
KE,Features,24,1,1,5.0,0.0,0.0
KE,ProductReview,55,21,17,53.8,0.0,0.0
KE,Review-variations,24,2,1,7.0,0.0,0.0
KE,Trust,3,0,0,0.0,0.0,0.0
KG,Competitors,2,0,0,0.0,0.0,0.0
KG,Features,1,0,0,0.0,0.0,0.0
KG,ProductReview,7,1,1,2.0,0.0,0.0
KG,Review-variations,0,0,0,0.0,0.0,0.0
KH,BrandProtection,4,1,0,0.2,0.0,0.0
KH,Competitors,4,0,0,0.0,0.0,0.0
KH,Features,2,0,0,0.0,0.0,0.0
KH,ProductReview,2,1,1,5.0,0.0,0.0
KH,Review-variations,12,0,0,0.0,0.0,0.0
KH,Trust,7,0,0,0.0,0.0,0.0
KI,Features,0,0,0,0.0,0.0,0.0
KN,BrandProtection,0,0,0,0.0,0.0,0.0
KN,Review-variations,3,0,0,0.0,0.0,0.0
KR,BrandProtection,12,0,0,0.0,0.0,0.0
KR,Competitors,41,1,1,3.0,0.0,0.0
KR,Features,75,1,1,5.0,0.0,0.0
KR,ProductReview,130,29,23,57.5,4.0,60.0
KR,Review-variations,17,0,0,0.0,0.0,0.0
KR,Trust,23,0,0,0.0,0.0,0.0
KW,BrandProtection,4,0,0,0.0,0.0,0.0
KW,Competitors,15,1,1,2.0,0.0,0.0
KW,Features,19,0,0,0.0,0.0,0.0
